Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,Level/Status,Observation Status,Reporting Type,Units,2017,2020,2023
6,6.5,6.5.1,ER_H2O_IWRMD,Degree of integrated water resources management implementation (%),202,Sub-Saharan Africa,_T,A,G,PERCENT,40,46,49
6,6.5,6.5.1,ER_H2O_IWRMD,Degree of integrated water resources management implementation (%),729,Sudan,_T,A,G,PERCENT,40,34,34
6,6.5,6.5.1,ER_H2O_IWRMD,Degree of integrated water resources management implementation (%),740,Suriname,_T,A,G,PERCENT,15,23,22
6,6.5,6.5.1,ER_H2O_IWRMD,Degree of integrated water resources management implementation (%),752,Sweden,_T,A,G,PERCENT,89,86,86
6,6.5,6.5.1,ER_H2O_IWRMD,Degree of integrated water resources management implementation (%),756,Switzerland,_T,A,G,PERCENT,81,81,84
6,6.5,6.5.1,ER_H2O_IWRMD,Degree of integrated water resources management implementation (%),760,Syrian Arab Republic,_T,A,G,PERCENT,,56,63
6,6.5,6.5.1,ER_H2O_IWRMD,Degree of integrated water resources management implementation (%),762,Tajikistan,_T,A,G,PERCENT,,46,54
6,6.5,6.5.1,ER_H2O_IWRMD,Degree of integrated water resources management implementation (%),764,Thailand,_T,A,G,PERCENT,,53,70
6,6.5,6.5.1,ER_H2O_IWRMD,Degree of integrated water resources management implementation (%),626,Timor-Leste,_T,A,G,PERCENT,14,14,14
6,6.5,6.5.1,ER_H2O_IWRMD,Degree of integrated water resources management implementation (%),768,Togo,_T,A,G,PERCENT,32,34,46
6,6.5,6.5.1,ER_H2O_IWRMD,Degree of integrated water resources management implementation (%),776,Tonga,_T,A,G,PERCENT,30,35,35
6,6.5,6.5.1,ER_H2O_IWRMD,Degree of integrated water resources management implementation (%),780,Trinidad and Tobago,_T,A,G,PERCENT,25,34,41
6,6.5,6.5.1,ER_H2O_IWRMD,Degree of integrated water resources management implementation (%),788,Tunisia,_T,A,G,PERCENT,55,60,60
6,6.5,6.5.1,ER_H2O_IWRMD,Degree of integrated water resources management implementation (%),792,Türkiye,_T,A,G,PERCENT,70,72,72
6,6.5,6.5.1,ER_H2O_IWRMD,Degree of integrated water resources management implementation (%),795,Turkmenistan,_T,A,G,PERCENT,,64,68
6,6.5,6.5.1,ER_H2O_IWRMD,Degree of integrated water resources management implementation (%),798,Tuvalu,_T,A,G,PERCENT,47,45,48
6,6.5,6.5.1,ER_H2O_IWRMD,Degree of integrated water resources management implementation (%),800,Uganda,_T,A,G,PERCENT,59,62,57
6,6.5,6.5.1,ER_H2O_IWRMD,Degree of integrated water resources management implementation (%),804,Ukraine,_T,A,G,PERCENT,39,39,
6,6.5,6.5.1,ER_H2O_IWRMD,Degree of integrated water resources management implementation (%),784,United Arab Emirates,_T,A,G,PERCENT,75,79,83
6,6.5,6.5.1,ER_H2O_IWRMD,Degree of integrated water resources management implementation (%),826,United Kingdom of Great Britain and Northern Ireland,_T,A,G,PERCENT,77,79,79
6,6.5,6.5.1,ER_H2O_IWRMD,Degree of integrated water resources management implementation (%),834,United Republic of Tanzania,_T,A,G,PERCENT,50,54,54
6,6.5,6.5.1,ER_H2O_IWRMD,Degree of integrated water resources management implementation (%),840,United States of America,_T,A,G,PERCENT,,77,77
6,6.5,6.5.1,ER_H2O_IWRMD,Degree of integrated water resources management implementation (%),858,Uruguay,_T,A,G,PERCENT,,34,36
6,6.5,6.5.1,ER_H2O_IWRMD,Degree of integrated water resources management implementation (%),860,Uzbekistan,_T,A,G,PERCENT,45,48,51
6,6.5,6.5.1,ER_H2O_IWRMD,Degree of integrated water resources management implementation (%),548,Vanuatu,_T,A,G,PERCENT,39,45,45
6,6.5,6.5.1,ER_H2O_IWRMD,Degree of integrated water resources management implementation (%),704,Viet Nam,_T,A,G,PERCENT,38,52,56
6,6.5,6.5.1,ER_H2O_IWRMD,Degree of integrated water resources management implementation (%),11,Western Africa,_T,A,G,PERCENT,45,48,52
6,6.5,6.5.1,ER_H2O_IWRMD,Degree of integrated water resources management implementation (%),145,Western Asia,_T,A,G,PERCENT,53,57,70
6,6.5,6.5.1,ER_H2O_IWRMD,Degree of integrated water resources management implementation (%),155,Western Europe,_T,A,G,PERCENT,94,94,94
6,6.5,6.5.1,ER_H2O_IWRMD,Degree of integrated water resources management implementation (%),1,World,_T,A,G,PERCENT,49,54,57
6,6.5,6.5.1,ER_H2O_IWRMD,Degree of integrated water resources management implementation (%),887,Yemen,_T,A,G,PERCENT,39,36,36
6,6.5,6.5.1,ER_H2O_IWRMD,Degree of integrated water resources management implementation (%),894,Zambia,_T,A,G,PERCENT,46,58,66
6,6.5,6.5.1,ER_H2O_IWRMD,Degree of integrated water resources management implementation (%),716,Zimbabwe,_T,A,G,PERCENT,61,63,63
