"Goal","Target","Indicator","SeriesCode","SeriesDescription","GeoAreaCode","GeoAreaName","Activity","Location","Reporting Type","Units","2022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","156","China","TOTAL","ALLAREA","G","M_M3_PER_YR","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","344","China, Hong Kong Special Administrative Region","INDUSTRIES","ALLAREA","G","M_M3_PER_YR","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","344","China, Hong Kong Special Administrative Region","TOTAL","ALLAREA","G","M_M3_PER_YR","194.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","446","China, Macao Special Administrative Region","INDUSTRIES","ALLAREA","G","M_M3_PER_YR","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","446","China, Macao Special Administrative Region","TOTAL","ALLAREA","G","M_M3_PER_YR","48.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","170","Colombia","INDUSTRIES","ALLAREA","G","M_M3_PER_YR","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","170","Colombia","TOTAL","ALLAREA","G","M_M3_PER_YR","449.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","188","Costa Rica","INDUSTRIES","ALLAREA","G","M_M3_PER_YR","86.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","188","Costa Rica","TOTAL","ALLAREA","G","M_M3_PER_YR","104.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","191","Croatia","INDUSTRIES","ALLAREA","G","M_M3_PER_YR","8.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","191","Croatia","TOTAL","ALLAREA","G","M_M3_PER_YR","73.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","192","Cuba","INDUSTRIES","ALLAREA","G","M_M3_PER_YR","66.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","192","Cuba","TOTAL","ALLAREA","G","M_M3_PER_YR","186.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","196","Cyprus","INDUSTRIES","ALLAREA","G","M_M3_PER_YR","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","196","Cyprus","TOTAL","ALLAREA","G","M_M3_PER_YR","35.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","203","Czechia","INDUSTRIES","ALLAREA","G","M_M3_PER_YR","98.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","203","Czechia","TOTAL","ALLAREA","G","M_M3_PER_YR","989.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","214","Dominican Republic","INDUSTRIES","ALLAREA","G","M_M3_PER_YR","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","214","Dominican Republic","TOTAL","ALLAREA","G","M_M3_PER_YR","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","218","Ecuador","INDUSTRIES","ALLAREA","G","M_M3_PER_YR","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","218","Ecuador","TOTAL","ALLAREA","G","M_M3_PER_YR","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","818","Egypt","INDUSTRIES","ALLAREA","G","M_M3_PER_YR","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","818","Egypt","TOTAL","ALLAREA","G","M_M3_PER_YR","4319.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","233","Estonia","INDUSTRIES","ALLAREA","G","M_M3_PER_YR","10.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","233","Estonia","TOTAL","ALLAREA","G","M_M3_PER_YR","113.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","231","Ethiopia","INDUSTRIES","ALLAREA","G","M_M3_PER_YR","41.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","231","Ethiopia","TOTAL","ALLAREA","G","M_M3_PER_YR","66.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","246","Finland","INDUSTRIES","ALLAREA","G","M_M3_PER_YR","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","246","Finland","TOTAL","ALLAREA","G","M_M3_PER_YR","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","250","France","INDUSTRIES","ALLAREA","G","M_M3_PER_YR","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","250","France","TOTAL","ALLAREA","G","M_M3_PER_YR","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","276","Germany","INDUSTRIES","ALLAREA","G","M_M3_PER_YR","774.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","276","Germany","TOTAL","ALLAREA","G","M_M3_PER_YR","9978.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","288","Ghana","INDUSTRIES","ALLAREA","G","M_M3_PER_YR","7.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","288","Ghana","TOTAL","ALLAREA","G","M_M3_PER_YR","10.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","348","Hungary","INDUSTRIES","ALLAREA","G","M_M3_PER_YR","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","348","Hungary","TOTAL","ALLAREA","G","M_M3_PER_YR","527.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","356","India","INDUSTRIES","ALLAREA","G","M_M3_PER_YR","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","356","India","TOTAL","ALLAREA","G","M_M3_PER_YR","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","364","Iran (Islamic Republic of)","INDUSTRIES","ALLAREA","G","M_M3_PER_YR","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","364","Iran (Islamic Republic of)","TOTAL","ALLAREA","G","M_M3_PER_YR","1415.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","368","Iraq","INDUSTRIES","ALLAREA","G","M_M3_PER_YR","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","368","Iraq","TOTAL","ALLAREA","G","M_M3_PER_YR","715.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","388","Jamaica","INDUSTRIES","ALLAREA","G","M_M3_PER_YR","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","388","Jamaica","TOTAL","ALLAREA","G","M_M3_PER_YR","154.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","392","Japan","INDUSTRIES","ALLAREA","G","M_M3_PER_YR","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","392","Japan","TOTAL","ALLAREA","G","M_M3_PER_YR","14431.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","400","Jordan","INDUSTRIES","ALLAREA","G","M_M3_PER_YR","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","400","Jordan","TOTAL","ALLAREA","G","M_M3_PER_YR","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","398","Kazakhstan","INDUSTRIES","ALLAREA","G","M_M3_PER_YR","72.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","398","Kazakhstan","TOTAL","ALLAREA","G","M_M3_PER_YR","579.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","404","Kenya","INDUSTRIES","ALLAREA","G","M_M3_PER_YR","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","404","Kenya","TOTAL","ALLAREA","G","M_M3_PER_YR","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","412","Kosovo","INDUSTRIES","ALLAREA","G","M_M3_PER_YR","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","412","Kosovo","TOTAL","ALLAREA","G","M_M3_PER_YR","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","414","Kuwait","INDUSTRIES","ALLAREA","G","M_M3_PER_YR","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","414","Kuwait","TOTAL","ALLAREA","G","M_M3_PER_YR","324.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","428","Latvia","INDUSTRIES","ALLAREA","G","M_M3_PER_YR","6.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","428","Latvia","TOTAL","ALLAREA","G","M_M3_PER_YR","109.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","438","Liechtenstein","INDUSTRIES","ALLAREA","G","M_M3_PER_YR","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","438","Liechtenstein","TOTAL","ALLAREA","G","M_M3_PER_YR","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","440","Lithuania","INDUSTRIES","ALLAREA","G","M_M3_PER_YR","4.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","440","Lithuania","TOTAL","ALLAREA","G","M_M3_PER_YR","180.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREAT_SF","Total wastewater safely treated (million m3/year)","442","Luxembourg","INDUSTRIES","ALLAREA","G","M_M3_PER_YR","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
