"Goal","Target","Indicator","SeriesCode","SeriesDescription","GeoAreaCode","GeoAreaName","Observation Status","Reporting Type","Units","2020","2022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","554","New Zealand","A","G","PERCENT","85.14296","84.477","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","558","Nicaragua","A","G","PERCENT","","31.80458","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","562","Niger","A","G","PERCENT","4.00021","8.6327","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","566","Nigeria","A","G","PERCENT","48.2916","41.29955","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","807","North Macedonia","A","G","PERCENT","9.12154","4.86253","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","15","Northern Africa","A","G","PERCENT","47.96028","67.54338","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","747","Northern Africa and Western Asia","A","G","PERCENT","62.69498","63.77148","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","21","Northern America","A","G","PERCENT","89.62537","96.0705","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","154","Northern Europe","A","G","PERCENT","","91.06702","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","578","Norway","A","G","PERCENT","75.65636","75.81466","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","9","Oceania","A","G","PERCENT","77.70924","79.20315","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","543","Oceania (exc. Australia and New Zealand)","A","G","PERCENT","","14.84947","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","586","Pakistan","A","G","PERCENT","","38.10948","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","598","Papua New Guinea","A","G","PERCENT","","5.0648","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","600","Paraguay","A","G","PERCENT","","25.14752","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","604","Peru","A","G","PERCENT","","48.6528","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","608","Philippines","A","G","PERCENT","42.94676","66.58663","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","616","Poland","A","G","PERCENT","81.85183","77.37506","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","61","Polynesia","A","G","PERCENT","","43.40292","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","620","Portugal","A","G","PERCENT","73.58287","87.51369","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","630","Puerto Rico","A","G","PERCENT","32.5","32.50916","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","634","Qatar","A","G","PERCENT","99.54709","99.94833","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","410","Republic of Korea","A","G","PERCENT","99.52509","99.05318","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","498","Republic of Moldova","A","G","PERCENT","38.49442","46.1607","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","638","Réunion","A","G","PERCENT","74.15555","74.48915","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","642","Romania","A","G","PERCENT","48.32247","30.08521","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","643","Russian Federation","A","G","PERCENT","12.92399","14.73645","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","882","Samoa","A","G","PERCENT","46.68055","42.8632","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","674","San Marino","A","G","PERCENT","90.1925","90.19249","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","682","Saudi Arabia","A","G","PERCENT","79.63548","85.19016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","686","Senegal","A","G","PERCENT","14.16667","7.79963","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","688","Serbia","A","G","PERCENT","27.05284","36.47714","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","694","Sierra Leone","A","G","PERCENT","8.392","15.33195","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","702","Singapore","A","G","PERCENT","100","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","703","Slovakia","A","G","PERCENT","79.78519","81.97028","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","705","Slovenia","A","G","PERCENT","67.20513","65.22262","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","722","Small island developing States (SIDS)","A","G","PERCENT","","41.08605","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","710","South Africa","A","G","PERCENT","61.29138","41.29201","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","5","South America","A","G","PERCENT","","41.86473","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","35","South-Eastern Asia","A","G","PERCENT","","47.66695","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","18","Southern Africa","A","G","PERCENT","","40.94726","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","34","Southern Asia","A","G","PERCENT","25.21818","23.60093","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","39","Southern Europe","A","G","PERCENT","","73.16039","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","724","Spain","A","G","PERCENT","86.01582","79.90253","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","275","State of Palestine","A","G","PERCENT","48.36285","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","202","Sub-Saharan Africa","A","G","PERCENT","27.59818","20.08288","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","740","Suriname","A","G","PERCENT","23.81762","23.82751","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","752","Sweden","A","G","PERCENT","95.2005","96.98074","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","756","Switzerland","A","G","PERCENT","99.20436","99.29131","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","764","Thailand","A","G","PERCENT","24.40229","24.61012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","768","Togo","A","G","PERCENT","15.0379","14.95807","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","776","Tonga","A","G","PERCENT","28.59977","30.39983","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","788","Tunisia","A","G","PERCENT","59.72575","72.89782","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","792","Türkiye","A","G","PERCENT","63.32585","64.67512","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","796","Turks and Caicos Islands","A","G","PERCENT","","30.61119","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","798","Tuvalu","A","G","PERCENT","2.04231","42.62665","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","800","Uganda","A","G","PERCENT","","3.67737","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","804","Ukraine","A","G","PERCENT","34.28519","50.23122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","784","United Arab Emirates","A","G","PERCENT","95.90876","94.95617","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","826","United Kingdom of Great Britain and Northern Ireland","A","G","PERCENT","98.80168","97.45331","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","834","United Republic of Tanzania","A","G","PERCENT","","7.66926","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","840","United States of America","A","G","PERCENT","91.06476","97.85021","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","860","Uzbekistan","A","G","PERCENT","32.266","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","704","Viet Nam","A","G","PERCENT","","39.92022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","11","Western Africa","A","G","PERCENT","","26.46749","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","145","Western Asia","A","G","PERCENT","71.43557","61.33014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","155","Western Europe","A","G","PERCENT","","95.43708","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","1","World","A","G","PERCENT","55.50296","57.79183","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","887","Yemen","A","G","PERCENT","34.40292","28.11094","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_WWDS","Proportion of safely treated domestic wastewater flows (%)","716","Zimbabwe","A","G","PERCENT","22.9922","54.78279","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
