"Goal","Target","Indicator","SeriesCode","SeriesDescription","GeoAreaCode","GeoAreaName","Activity","Location","Reporting Type","Units","2022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREATR","Proportion of wastewater treated, by activity and location (%)","246","Finland","TOTAL","ALLAREA","G","PERCENT","80.05314","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREATR","Proportion of wastewater treated, by activity and location (%)","250","France","INDUSTRIES","ALLAREA","G","PERCENT","91.33977","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREATR","Proportion of wastewater treated, by activity and location (%)","250","France","TOTAL","ALLAREA","G","PERCENT","129.57443","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREATR","Proportion of wastewater treated, by activity and location (%)","276","Germany","INDUSTRIES","ALLAREA","G","PERCENT","58.59323","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREATR","Proportion of wastewater treated, by activity and location (%)","276","Germany","TOTAL","ALLAREA","G","PERCENT","147.69278","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREATR","Proportion of wastewater treated, by activity and location (%)","288","Ghana","INDUSTRIES","ALLAREA","G","PERCENT","83.61479","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREATR","Proportion of wastewater treated, by activity and location (%)","288","Ghana","TOTAL","ALLAREA","G","PERCENT","87.63834","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREATR","Proportion of wastewater treated, by activity and location (%)","348","Hungary","INDUSTRIES","ALLAREA","G","PERCENT","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREATR","Proportion of wastewater treated, by activity and location (%)","348","Hungary","TOTAL","ALLAREA","G","PERCENT","133.73235","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREATR","Proportion of wastewater treated, by activity and location (%)","356","India","INDUSTRIES","ALLAREA","G","PERCENT","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREATR","Proportion of wastewater treated, by activity and location (%)","356","India","TOTAL","ALLAREA","G","PERCENT","37.12829","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREATR","Proportion of wastewater treated, by activity and location (%)","364","Iran (Islamic Republic of)","INDUSTRIES","ALLAREA","G","PERCENT","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREATR","Proportion of wastewater treated, by activity and location (%)","364","Iran (Islamic Republic of)","TOTAL","ALLAREA","G","PERCENT","36.34999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREATR","Proportion of wastewater treated, by activity and location (%)","368","Iraq","INDUSTRIES","ALLAREA","G","PERCENT","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREATR","Proportion of wastewater treated, by activity and location (%)","368","Iraq","TOTAL","ALLAREA","G","PERCENT","60.52729","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREATR","Proportion of wastewater treated, by activity and location (%)","388","Jamaica","INDUSTRIES","ALLAREA","G","PERCENT","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREATR","Proportion of wastewater treated, by activity and location (%)","388","Jamaica","TOTAL","ALLAREA","G","PERCENT","100.00646","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREATR","Proportion of wastewater treated, by activity and location (%)","400","Jordan","INDUSTRIES","ALLAREA","G","PERCENT","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.3","6.3.1","EN_WWT_TREATR","Proportion of wastewater treated, by activity and location (%)","400","Jordan","TOTAL","ALLAREA","G","PERCENT","91.23789","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
