"Goal","Target","Indicator","SeriesCode","SeriesDescription","GeoAreaCode","GeoAreaName","Level/Status","Observation Status","Reporting Type","Units","2017","2020","2023","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","64","Bhutan","_T","A","G","PERCENT","32","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","68","Bolivia (Plurinational State of)","_T","A","G","PERCENT","44","45","47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","70","Bosnia and Herzegovina","_T","A","G","PERCENT","53","43","65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","72","Botswana","_T","A","G","PERCENT","20","62","65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","76","Brazil","_T","A","G","PERCENT","34","53","43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","96","Brunei Darussalam","_T","A","G","PERCENT","","60","60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","100","Bulgaria","_T","A","G","PERCENT","52","58","58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","854","Burkina Faso","_T","A","G","PERCENT","48","50","57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","108","Burundi","_T","A","G","PERCENT","24","33","33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","132","Cabo Verde","_T","A","G","PERCENT","70","64","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","116","Cambodia","_T","A","G","PERCENT","32","52","52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","120","Cameroon","_T","A","G","PERCENT","36","35","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","124","Canada","_T","A","G","PERCENT","","","72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","29","Caribbean","_T","A","G","PERCENT","51","49","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","140","Central African Republic","_T","A","G","PERCENT","20","23","33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","13","Central America","_T","A","G","PERCENT","27","27","33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","62","Central and Southern Asia","_T","A","G","PERCENT","30","39","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","143","Central Asia","_T","A","G","PERCENT","35","46","47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","148","Chad","_T","A","G","PERCENT","26","20","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","152","Chile","_T","A","G","PERCENT","28","30","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","156","China","_T","A","G","PERCENT","72","82","78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","170","Colombia","_T","A","G","PERCENT","38","42","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","174","Comoros","_T","A","G","PERCENT","28","7","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","178","Congo","_T","A","G","PERCENT","28","38","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","188","Costa Rica","_T","A","G","PERCENT","48","45","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","384","Côte d'Ivoire","_T","A","G","PERCENT","24","33","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","191","Croatia","_T","A","G","PERCENT","80","80","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","192","Cuba","_T","A","G","PERCENT","80","76","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","196","Cyprus","_T","A","G","PERCENT","87","90","90","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","203","Czechia","_T","A","G","PERCENT","64","67","67","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","408","Democratic People's Republic of Korea","_T","A","G","PERCENT","20","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","180","Democratic Republic of the Congo","_T","A","G","PERCENT","26","27","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","208","Denmark","_T","A","G","PERCENT","93","92","92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","262","Djibouti","_T","A","G","PERCENT","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","212","Dominica","_T","A","G","PERCENT","25","48","58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","214","Dominican Republic","_T","A","G","PERCENT","16","16","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","14","Eastern Africa","_T","A","G","PERCENT","31","34","36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","753","Eastern and South-Eastern Asia","_T","A","G","PERCENT","49","55","59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","30","Eastern Asia","_T","A","G","PERCENT","67","76","72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","151","Eastern Europe","_T","A","G","PERCENT","72","71","86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","218","Ecuador","_T","A","G","PERCENT","34","13","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","818","Egypt","_T","A","G","PERCENT","24","58","65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","222","El Salvador","_T","A","G","PERCENT","12","18","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","226","Equatorial Guinea","_T","A","G","PERCENT","24","24","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","232","Eritrea","_T","A","G","PERCENT","","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","233","Estonia","_T","A","G","PERCENT","64","73","77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","748","Eswatini","_T","A","G","PERCENT","24","43","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","231","Ethiopia","_T","A","G","PERCENT","20","37","37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","150","Europe","_T","A","G","PERCENT","72","71","84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","513","Europe and Northern America","_T","A","G","PERCENT","59","65","68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","242","Fiji","_T","A","G","PERCENT","","63","63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","246","Finland","_T","A","G","PERCENT","55","68","68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","250","France","_T","A","G","PERCENT","100","100","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","266","Gabon","_T","A","G","PERCENT","8","32","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","270","Gambia","_T","A","G","PERCENT","16","23","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","268","Georgia","_T","A","G","PERCENT","24","36","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","276","Germany","_T","A","G","PERCENT","84","85","85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","288","Ghana","_T","A","G","PERCENT","44","52","57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","300","Greece","_T","A","G","PERCENT","","72","72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","308","Grenada","_T","A","G","PERCENT","5","40","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","320","Guatemala","_T","A","G","PERCENT","16","18","35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","324","Guinea","_T","A","G","PERCENT","32","27","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","624","Guinea-Bissau","_T","A","G","PERCENT","","13","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","328","Guyana","_T","A","G","PERCENT","20","20","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","332","Haiti","_T","A","G","PERCENT","25","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","340","Honduras","_T","A","G","PERCENT","16","20","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","348","Hungary","_T","A","G","PERCENT","60","63","63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","352","Iceland","_T","A","G","PERCENT","35","67","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","356","India","_T","A","G","PERCENT","","37","73","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","360","Indonesia","_T","A","G","PERCENT","36","68","67","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","364","Iran (Islamic Republic of)","_T","A","G","PERCENT","42","36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","368","Iraq","_T","A","G","PERCENT","12","20","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","372","Ireland","_T","A","G","PERCENT","76","78","82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","376","Israel","_T","A","G","PERCENT","93","93","93","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","380","Italy","_T","A","G","PERCENT","46","63","63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","388","Jamaica","_T","A","G","PERCENT","33","30","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","392","Japan","_T","A","G","PERCENT","90","90","90","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","400","Jordan","_T","A","G","PERCENT","58","57","55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","398","Kazakhstan","_T","A","G","PERCENT","28","43","43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","404","Kenya","_T","A","G","PERCENT","40","40","43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","414","Kuwait","_T","A","G","PERCENT","80","100","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","417","Kyrgyzstan","_T","A","G","PERCENT","","23","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","432","Landlocked developing countries (LLDCs)","_T","A","G","PERCENT","33","37","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","418","Lao People's Democratic Republic","_T","A","G","PERCENT","58","58","63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","419","Latin America and the Caribbean","_T","A","G","PERCENT","27","28","31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","428","Latvia","_T","A","G","PERCENT","44","47","47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","199","Least Developed Countries (LDCs)","_T","A","G","PERCENT","31","30","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","422","Lebanon","_T","A","G","PERCENT","12","13","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","426","Lesotho","_T","A","G","PERCENT","8","23","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","430","Liberia","_T","A","G","PERCENT","12","12","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","434","Libya","_T","A","G","PERCENT","32","60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","438","Liechtenstein","_T","A","G","PERCENT","75","75","67","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","440","Lithuania","_T","A","G","PERCENT","54","70","63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","442","Luxembourg","_T","A","G","PERCENT","85","88","90","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
