"Goal","Target","Indicator","SeriesCode","SeriesDescription","GeoAreaCode","GeoAreaName","Level/Status","Observation Status","Reporting Type","Units","2017","2020","2023","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","450","Madagascar","_T","A","G","PERCENT","10","10","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","454","Malawi","_T","A","G","PERCENT","28","43","43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","458","Malaysia","_T","A","G","PERCENT","32","52","70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","462","Maldives","_T","A","G","PERCENT","20","40","60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","466","Mali","_T","A","G","PERCENT","36","35","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","470","Malta","_T","A","G","PERCENT","65","87","73","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","584","Marshall Islands","_T","A","G","PERCENT","13","16","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","478","Mauritania","_T","A","G","PERCENT","44","44","47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","480","Mauritius","_T","A","G","PERCENT","70","73","73","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","54","Melanesia","_T","A","G","PERCENT","30","10","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","484","Mexico","_T","A","G","PERCENT","28","28","33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","57","Micronesia","_T","A","G","PERCENT","","","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","583","Micronesia (Federated States of)","_T","A","G","PERCENT","28","42","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","17","Middle Africa","_T","A","G","PERCENT","26","30","34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","492","Monaco","_T","A","G","PERCENT","95","95","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","496","Mongolia","_T","A","G","PERCENT","38","37","37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","499","Montenegro","_T","A","G","PERCENT","20","23","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","504","Morocco","_T","A","G","PERCENT","55","62","70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","508","Mozambique","_T","A","G","PERCENT","40","33","33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","104","Myanmar","_T","A","G","PERCENT","45","23","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","516","Namibia","_T","A","G","PERCENT","57","52","57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","524","Nepal","_T","A","G","PERCENT","33","32","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","528","Netherlands (Kingdom of the)","_T","A","G","PERCENT","94","93","95","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","554","New Zealand","_T","A","G","PERCENT","60","60","46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","558","Nicaragua","_T","A","G","PERCENT","","17","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","562","Niger","_T","A","G","PERCENT","44","23","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","566","Nigeria","_T","A","G","PERCENT","34","42","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","807","North Macedonia","_T","A","G","PERCENT","16","28","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","15","Northern Africa","_T","A","G","PERCENT","42","51","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","747","Northern Africa and Western Asia","_T","A","G","PERCENT","49","55","59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","21","Northern America","_T","A","G","PERCENT","","70","70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","154","Northern Europe","_T","A","G","PERCENT","70","74","75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","578","Norway","_T","A","G","PERCENT","66","67","72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","9","Oceania","_T","A","G","PERCENT","28","30","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","543","Oceania (exc. Australia and New Zealand)","_T","A","G","PERCENT","31","11","29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","512","Oman","_T","A","G","PERCENT","24","60","60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","586","Pakistan","_T","A","G","PERCENT","40","53","55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","585","Palau","_T","A","G","PERCENT","","","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","591","Panama","_T","A","G","PERCENT","40","25","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","598","Papua New Guinea","_T","A","G","PERCENT","30","7","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","600","Paraguay","_T","A","G","PERCENT","20","23","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","604","Peru","_T","A","G","PERCENT","24","30","35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","608","Philippines","_T","A","G","PERCENT","37","38","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","616","Poland","_T","A","G","PERCENT","28","62","62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","620","Portugal","_T","A","G","PERCENT","60","67","77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","634","Qatar","_T","A","G","PERCENT","85","85","92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","410","Republic of Korea","_T","A","G","PERCENT","78","63","67","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","498","Republic of Moldova","_T","A","G","PERCENT","20","27","53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","642","Romania","_T","A","G","PERCENT","44","52","53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","643","Russian Federation","_T","A","G","PERCENT","76","73","90","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","646","Rwanda","_T","A","G","PERCENT","28","53","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","659","Saint Kitts and Nevis","_T","A","G","PERCENT","20","20","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","662","Saint Lucia","_T","A","G","PERCENT","23","32","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","670","Saint Vincent and the Grenadines","_T","A","G","PERCENT","","8","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","882","Samoa","_T","A","G","PERCENT","68","70","70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","674","San Marino","_T","A","G","PERCENT","70","70","70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","678","Sao Tome and Principe","_T","A","G","PERCENT","20","20","34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","682","Saudi Arabia","_T","A","G","PERCENT","46","46","93","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","686","Senegal","_T","A","G","PERCENT","38","37","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","688","Serbia","_T","A","G","PERCENT","24","23","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","690","Seychelles","_T","A","G","PERCENT","25","35","35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","694","Sierra Leone","_T","A","G","PERCENT","10","27","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","702","Singapore","_T","A","G","PERCENT","100","100","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","703","Slovakia","_T","A","G","PERCENT","54","48","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","705","Slovenia","_T","A","G","PERCENT","56","90","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","722","Small island developing States (SIDS)","_T","A","G","PERCENT","29","20","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","90","Solomon Islands","_T","A","G","PERCENT","20","24","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","706","Somalia","_T","A","G","PERCENT","4","17","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","710","South Africa","_T","A","G","PERCENT","56","57","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","5","South America","_T","A","G","PERCENT","33","43","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","728","South Sudan","_T","A","G","PERCENT","28","28","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","35","South-Eastern Asia","_T","A","G","PERCENT","40","54","58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","18","Southern Africa","_T","A","G","PERCENT","48","56","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","34","Southern Asia","_T","A","G","PERCENT","35","35","43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","39","Southern Europe","_T","A","G","PERCENT","56","61","67","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","724","Spain","_T","A","G","PERCENT","66","66","75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","144","Sri Lanka","_T","A","G","PERCENT","23","32","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","275","State of Palestine","_T","A","G","PERCENT","","","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","202","Sub-Saharan Africa","_T","A","G","PERCENT","32","36","37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","729","Sudan","_T","A","G","PERCENT","34","23","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","740","Suriname","_T","A","G","PERCENT","10","15","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","752","Sweden","_T","A","G","PERCENT","100","90","90","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","756","Switzerland","_T","A","G","PERCENT","94","92","92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","760","Syrian Arab Republic","_T","A","G","PERCENT","","37","47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","762","Tajikistan","_T","A","G","PERCENT","","42","52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","764","Thailand","_T","A","G","PERCENT","","50","65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","626","Timor-Leste","_T","A","G","PERCENT","10","10","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","768","Togo","_T","A","G","PERCENT","24","25","35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","776","Tonga","_T","A","G","PERCENT","0","10","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","780","Trinidad and Tobago","_T","A","G","PERCENT","13","23","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","788","Tunisia","_T","A","G","PERCENT","40","60","67","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","792","Türkiye","_T","A","G","PERCENT","58","62","58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","795","Turkmenistan","_T","A","G","PERCENT","","80","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","798","Tuvalu","_T","A","G","PERCENT","45","24","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","800","Uganda","_T","A","G","PERCENT","40","63","47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","804","Ukraine","_T","A","G","PERCENT","32","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","784","United Arab Emirates","_T","A","G","PERCENT","80","93","95","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","826","United Kingdom of Great Britain and Northern Ireland","_T","A","G","PERCENT","66","68","68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","834","United Republic of Tanzania","_T","A","G","PERCENT","50","42","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","840","United States of America","_T","A","G","PERCENT","","68","68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","858","Uruguay","_T","A","G","PERCENT","","19","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","860","Uzbekistan","_T","A","G","PERCENT","34","37","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","548","Vanuatu","_T","A","G","PERCENT","18","16","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","704","Viet Nam","_T","A","G","PERCENT","34","57","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","11","Western Africa","_T","A","G","PERCENT","38","36","37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","145","Western Asia","_T","A","G","PERCENT","42","44","66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","155","Western Europe","_T","A","G","PERCENT","91","92","93","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","1","World","_T","A","G","PERCENT","41","46","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","887","Yemen","_T","A","G","PERCENT","20","12","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","894","Zambia","_T","A","G","PERCENT","36","40","53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.1","ER_H2O_IWRMD_FI","Degree of integrated water resources management implementation, financing (%)","716","Zimbabwe","_T","A","G","PERCENT","52","53","52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
