"Goal","Target","Indicator","SeriesCode","SeriesDescription","GeoAreaCode","GeoAreaName","Observation Status","Reporting Type","Units","2017","2018","2020","2022","2023","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","250","France","A","G","PERCENT","","","56.54","","53.27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","250","France","O","G","PERCENT","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","254","French Guiana","M","G","PERCENT","NaN","","NaN","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","258","French Polynesia","M","G","PERCENT","NaN","","NaN","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","260","French Southern Territories","M","G","PERCENT","NaN","","NaN","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","266","Gabon","A","G","PERCENT","0","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","266","Gabon","O","G","PERCENT","","","","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","270","Gambia","A","G","PERCENT","48.99","","46.86","","95.33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","268","Georgia","A","G","PERCENT","0","","0","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","276","Germany","A","G","PERCENT","100","","100","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","288","Ghana","A","G","PERCENT","91.05","","91.05","","91.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","292","Gibraltar","M","G","PERCENT","NaN","","NaN","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","300","Greece","A","G","PERCENT","","32.76","32.76","","52.56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","304","Greenland","M","G","PERCENT","NaN","","NaN","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","308","Grenada","M","G","PERCENT","NaN","","NaN","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","312","Guadeloupe","M","G","PERCENT","NaN","","NaN","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","316","Guam","M","G","PERCENT","NaN","","NaN","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","320","Guatemala","O","G","PERCENT","NaN","","NaN","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","831","Guernsey","M","G","PERCENT","NaN","","NaN","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","324","Guinea","A","G","PERCENT","","","","","78.95","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","324","Guinea","O","G","PERCENT","NaN","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","624","Guinea-Bissau","A","G","PERCENT","","","42.86","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","624","Guinea-Bissau","O","G","PERCENT","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","328","Guyana","A","G","PERCENT","","","5.94","","5.73","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","328","Guyana","O","G","PERCENT","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","332","Haiti","O","G","PERCENT","NaN","","NaN","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","334","Heard Island and McDonald Islands","M","G","PERCENT","NaN","","NaN","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","336","Holy See","M","G","PERCENT","NaN","","NaN","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","340","Honduras","A","G","PERCENT","0","","0","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","348","Hungary","A","G","PERCENT","100","","100","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","352","Iceland","M","G","PERCENT","NaN","","NaN","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","356","India","O","G","PERCENT","NaN","","NaN","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","360","Indonesia","A","G","PERCENT","","","1.22","","1.22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","360","Indonesia","O","G","PERCENT","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","364","Iran (Islamic Republic of)","O","G","PERCENT","NaN","","NaN","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","368","Iraq","A","G","PERCENT","13.55","","10.61","","18.38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","372","Ireland","A","G","PERCENT","100","","100","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","833","Isle of Man","M","G","PERCENT","NaN","","NaN","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","376","Israel","O","G","PERCENT","NaN","","NaN","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","380","Italy","A","G","PERCENT","100","","100","","97.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","388","Jamaica","M","G","PERCENT","NaN","","NaN","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","392","Japan","M","G","PERCENT","NaN","","NaN","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","832","Jersey","M","G","PERCENT","NaN","","NaN","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","400","Jordan","A","G","PERCENT","21.91","","23.23","","25.73","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","398","Kazakhstan","A","G","PERCENT","72","","63.22","","63.41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","404","Kenya","A","G","PERCENT","26.75","","26.75","","35.84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","296","Kiribati","M","G","PERCENT","NaN","","NaN","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","414","Kuwait","A","G","PERCENT","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","414","Kuwait","O","G","PERCENT","NaN","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","417","Kyrgyzstan","A","G","PERCENT","","","27.20","","39.39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","417","Kyrgyzstan","O","G","PERCENT","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","418","Lao People's Democratic Republic","O","G","PERCENT","NaN","","NaN","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","428","Latvia","A","G","PERCENT","97","","97.29","","97.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","422","Lebanon","O","G","PERCENT","NaN","","NaN","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","426","Lesotho","A","G","PERCENT","50","","50.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","426","Lesotho","O","G","PERCENT","","","","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","430","Liberia","A","G","PERCENT","","","","","29.42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","430","Liberia","O","G","PERCENT","NaN","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","434","Libya","A","G","PERCENT","","","97.96","","97.96","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","434","Libya","O","G","PERCENT","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","438","Liechtenstein","A","G","PERCENT","","","100","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","438","Liechtenstein","O","G","PERCENT","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","440","Lithuania","A","G","PERCENT","34.96","","34.06","","34.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","442","Luxembourg","A","G","PERCENT","100","","100","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","450","Madagascar","M","G","PERCENT","NaN","","NaN","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","454","Malawi","A","G","PERCENT","","","61.40","","61.40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","454","Malawi","O","G","PERCENT","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","458","Malaysia","A","G","PERCENT","","","1.73","","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","458","Malaysia","O","G","PERCENT","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","462","Maldives","M","G","PERCENT","NaN","","NaN","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","466","Mali","A","G","PERCENT","75.35","","75.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","466","Mali","O","G","PERCENT","","","","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","470","Malta","M","G","PERCENT","NaN","","NaN","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","584","Marshall Islands","M","G","PERCENT","NaN","","NaN","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","474","Martinique","M","G","PERCENT","NaN","","NaN","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","478","Mauritania","A","G","PERCENT","","","","","26.60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","478","Mauritania","O","G","PERCENT","NaN","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","480","Mauritius","M","G","PERCENT","NaN","","NaN","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","175","Mayotte","M","G","PERCENT","NaN","","NaN","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","484","Mexico","A","G","PERCENT","1.31","","38.57","","33.19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","583","Micronesia (Federated States of)","M","G","PERCENT","NaN","","NaN","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","492","Monaco","M","G","PERCENT","NaN","","NaN","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","496","Mongolia","A","G","PERCENT","","","100","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","496","Mongolia","O","G","PERCENT","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","499","Montenegro","A","G","PERCENT","79.51","","66.68","","67.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","500","Montserrat","M","G","PERCENT","NaN","","NaN","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","504","Morocco","A","G","PERCENT","0","","0","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","508","Mozambique","O","G","PERCENT","NaN","","NaN","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","104","Myanmar","A","G","PERCENT","","","20.02","","19.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","104","Myanmar","O","G","PERCENT","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","516","Namibia","A","G","PERCENT","100","","100","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","520","Nauru","M","G","PERCENT","NaN","","NaN","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","524","Nepal","A","G","PERCENT","","","","","4.91","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","524","Nepal","O","G","PERCENT","NaN","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","528","Netherlands (Kingdom of the)","A","G","PERCENT","100","","100","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","540","New Caledonia","M","G","PERCENT","NaN","","NaN","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","554","New Zealand","M","G","PERCENT","NaN","","NaN","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","558","Nicaragua","A","G","PERCENT","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","558","Nicaragua","O","G","PERCENT","NaN","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","562","Niger","A","G","PERCENT","90","","85.66","","85.66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","566","Nigeria","A","G","PERCENT","","","","","98.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","566","Nigeria","O","G","PERCENT","NaN","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6","6.5","6.5.2","EG_TBA_H2CO","Proportion of transboundary basins (river and lake basins and aquifers) with an operational arrangement for water cooperation (%)","570","Niue","M","G","PERCENT","NaN","","NaN","","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
